Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G_prev,G_prev_total,Seasons Played
1,Quincy Acy,PF,25,SAC,59,29,14.8,2.0,3.6,0.556,0.3,0.8,0.388,1.7,2.8,0.606,0.6,0.8,1.2,0.735,1.1,2.1,3.2,0.5,0.5,0.4,0.5,1.7,5.2,68.0,160,2
2,Jordan Adams,SG,21,MEM,2,0,7.5,1.0,3.0,0.333,0.0,0.5,0.0,1.0,2.5,0.4,0.333,1.5,2.5,0.6,0.0,1.0,1.0,1.5,1.5,0.0,1.0,1.0,3.5,30.0,30,0
3,Steven Adams,C,22,OKC,80,80,25.2,3.3,5.3,0.613,0.0,0.0,,3.3,5.3,0.613,0.613,1.4,2.5,0.582,2.7,3.9,6.7,0.8,0.5,1.1,1.1,2.8,8.0,70.0,151,2
4,Arron Afflalo,SG,30,NYK,71,57,33.4,5.0,11.3,0.443,1.3,3.4,0.382,3.7,7.9,0.469,0.5,1.5,1.8,0.84,0.3,3.4,3.7,2.0,0.4,0.1,1.2,2.0,12.8,78.0,577,8
5,Alexis Ajinça,C,27,NOP,59,17,14.6,2.5,5.3,0.476,0.0,0.0,0.0,2.5,5.3,0.478,0.476,0.9,1.1,0.839,1.3,3.3,4.6,0.5,0.3,0.6,0.9,2.3,6.0,68.0,195,2
6,Cole Aldrich,C,27,LAC,60,5,13.3,2.2,3.8,0.596,0.0,0.0,,2.2,3.8,0.596,0.596,1.0,1.4,0.714,1.4,3.4,4.8,0.8,0.8,1.1,1.1,2.3,5.5,61.0,196,3
7,LaMarcus Aldridge,PF,30,SAS,74,74,30.6,7.2,14.1,0.513,0.0,0.2,0.0,7.2,13.9,0.521,0.513,3.5,4.1,0.858,2.4,6.2,8.5,1.5,0.5,1.1,1.3,2.0,18.0,71.0,648,9
8,Cliff Alexander,PF,20,POR,8,0,4.5,0.6,1.3,0.5,0.0,0.0,,0.6,1.3,0.5,0.5,0.0,0.0,,0.3,0.5,0.8,0.0,0.1,0.3,0.1,0.1,1.3,0.0,0,0
9,Lavoy Allen,PF,26,IND,79,28,20.2,2.4,4.7,0.516,0.0,0.0,,2.4,4.7,0.516,0.516,0.6,0.9,0.63,2.1,3.3,5.4,1.0,0.3,0.5,0.9,1.9,5.4,63.0,248,4
10,Tony Allen,SG,34,MEM,64,57,25.3,3.4,7.3,0.458,0.2,0.7,0.357,3.1,6.7,0.468,0.474,1.4,2.2,0.652,1.6,3.0,4.6,1.1,1.7,0.3,1.2,2.7,8.4,63.0,663,10
11,Al-Farouq Aminu,SF,25,POR,82,82,28.5,3.6,8.8,0.416,1.5,4.3,0.361,2.1,4.5,0.468,0.503,1.4,1.9,0.737,1.2,4.9,6.1,1.7,0.9,0.6,1.5,2.1,10.2,74.0,377,5
12,Lou Amundson,PF,33,NYK,29,0,7.0,0.7,1.8,0.358,0.0,0.0,,0.7,1.8,0.358,0.358,0.5,0.9,0.519,0.8,0.9,1.7,0.4,0.2,0.2,0.5,1.5,1.8,53.0,399,6
13,Chris Andersen,C,37,TOT,27,15,14.9,1.4,2.7,0.528,0.1,0.5,0.286,1.3,2.1,0.586,0.556,0.9,1.3,0.694,1.3,2.3,3.6,0.4,0.6,0.5,0.3,1.1,3.9,60.0,656,9
13,Chris Andersen,C,37,MIA,7,1,5.1,0.6,1.4,0.4,0.3,0.7,0.4,0.3,0.7,0.4,0.5,0.4,0.6,0.75,0.4,0.9,1.3,0.4,0.1,0.4,0.3,0.6,1.9,60.0,656,9
13,Chris Andersen,C,37,MEM,20,14,18.3,1.7,3.1,0.548,0.1,0.5,0.222,1.6,2.7,0.604,0.565,1.1,1.6,0.688,1.7,2.8,4.5,0.5,0.7,0.5,0.4,1.3,4.6,60.0,656,9
14,Alan Anderson,SG,33,WAS,13,0,14.8,1.6,4.5,0.356,0.9,2.8,0.324,0.7,1.7,0.409,0.458,0.8,1.2,0.733,0.1,2.0,2.1,1.1,0.3,0.1,0.2,1.9,5.0,74.0,287,4
15,James Anderson,SG,26,SAC,51,15,14.1,1.3,3.5,0.376,0.5,1.7,0.267,0.9,1.8,0.478,0.441,0.4,0.6,0.759,0.3,1.4,1.7,0.8,0.4,0.3,0.8,1.1,3.5,0.0,196,3
16,Justin Anderson,SF,22,DAL,55,9,11.8,1.3,3.2,0.406,0.4,1.5,0.265,0.9,1.7,0.533,0.469,0.8,1.0,0.8,0.3,2.1,2.4,0.5,0.3,0.5,0.4,0.8,3.8,0.0,0,0
17,Kyle Anderson,SF,22,SAS,78,11,16.0,1.8,3.8,0.468,0.2,0.5,0.324,1.6,3.3,0.488,0.488,0.8,1.1,0.747,0.3,2.8,3.1,1.6,0.8,0.4,0.8,1.2,4.5,33.0,33,0
18,Ryan Anderson,PF,27,NOP,66,7,30.4,6.0,14.1,0.427,2.0,5.4,0.366,4.0,8.7,0.466,0.498,3.0,3.5,0.873,2.0,4.0,6.0,1.1,0.6,0.4,1.4,1.7,17.0,61.0,418,6
19,Giannis Antetokounmpo,PG,21,MIL,80,79,35.3,6.4,12.7,0.506,0.4,1.4,0.257,6.1,11.3,0.537,0.52,3.7,5.1,0.724,1.4,6.2,7.7,4.3,1.2,1.4,2.6,3.2,16.9,81.0,158,2
20,Thanasis Antetokounmpo,SF,23,NYK,2,0,3.0,1.5,2.0,0.75,0.0,0.5,0.0,1.5,1.5,1.0,0.75,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0,0
21,Carmelo Anthony,SF,31,NYK,72,72,35.1,7.9,18.2,0.434,1.5,4.3,0.339,6.4,13.8,0.463,0.474,4.6,5.6,0.829,1.4,6.4,7.7,4.2,0.9,0.5,2.4,2.5,21.8,40.0,830,12
22,Joel Anthony,C,33,DET,19,0,5.1,0.3,0.5,0.6,0.0,0.0,,0.3,0.5,0.6,0.6,0.3,0.4,0.75,0.4,0.7,1.1,0.1,0.1,0.6,0.1,0.8,0.9,49.0,452,6
23,Keith Appling,PG,23,ORL,5,0,5.4,0.4,1.6,0.25,0.0,0.6,0.0,0.4,1.0,0.4,0.25,0.4,0.4,1.0,0.0,0.2,0.2,0.2,0.2,0.0,0.6,1.0,1.2,0.0,0,0
24,Trevor Ariza,SF,30,HOU,81,81,35.3,4.4,10.6,0.416,2.3,6.2,0.371,2.1,4.4,0.478,0.523,1.6,2.0,0.783,0.8,3.7,4.5,2.3,2.0,0.3,1.4,2.2,12.7,82.0,714,10
25,Darrell Arthur,PF,27,DEN,70,16,21.7,3.2,7.0,0.452,0.6,1.7,0.385,2.5,5.3,0.473,0.498,0.6,0.8,0.755,1.2,3.0,4.2,1.4,0.8,0.7,0.9,2.6,7.5,58.0,373,5
26,Ömer Aşık,C,29,NOP,68,64,17.3,1.5,2.9,0.533,0.0,0.0,,1.5,2.9,0.533,0.533,0.9,1.6,0.545,1.8,4.3,6.1,0.4,0.3,0.3,0.9,1.8,4.0,76.0,354,5
27,D.J. Augustin,PG,28,TOT,62,0,19.0,2.4,5.6,0.423,1.1,2.7,0.405,1.3,2.9,0.44,0.52,1.7,2.1,0.805,0.1,1.4,1.5,3.2,0.6,0.1,1.4,1.4,7.5,82.0,511,7
27,D.J. Augustin,PG,28,OKC,34,0,15.3,1.4,3.6,0.38,0.7,1.8,0.393,0.6,1.8,0.367,0.479,0.8,1.0,0.765,0.1,1.1,1.3,1.9,0.4,0.1,0.9,1.2,4.2,82.0,511,7
27,D.J. Augustin,PG,28,DEN,28,0,23.5,3.6,8.2,0.445,1.6,3.8,0.411,2.1,4.4,0.475,0.541,2.8,3.4,0.819,0.1,1.8,1.9,4.7,0.9,0.1,1.9,1.6,11.6,82.0,511,7
28,Jeff Ayres,C,28,LAC,17,0,6.3,0.7,1.4,0.522,0.0,0.1,0.0,0.7,1.3,0.545,0.522,0.4,0.4,1.0,0.2,1.1,1.3,0.3,0.0,0.2,0.4,1.1,1.8,51.0,220,4
29,Luke Babbitt,SF,26,NOP,47,13,18.0,2.6,6.1,0.422,0.9,2.3,0.404,1.7,3.8,0.433,0.498,0.8,1.1,0.78,0.5,2.6,3.1,1.1,0.2,0.1,0.5,1.9,7.0,63.0,216,3
30,Cameron Bairstow,C,25,CHI,18,2,5.7,0.7,2.2,0.325,0.1,0.3,0.2,0.7,1.9,0.343,0.338,0.4,0.4,0.875,0.2,1.3,1.6,0.3,0.1,0.2,0.2,1.1,1.9,18.0,18,0
31,Leandro Barbosa,SG,33,GSW,68,0,15.9,2.5,5.4,0.462,0.6,1.6,0.355,1.9,3.8,0.508,0.515,0.8,0.9,0.839,0.4,1.3,1.7,1.2,0.6,0.1,0.8,1.6,6.4,66.0,715,11
32,J.J. Barea,PG,31,DAL,74,16,22.5,4.3,9.6,0.446,1.4,3.5,0.385,2.9,6.1,0.481,0.516,1.0,1.3,0.771,0.4,1.7,2.1,4.1,0.4,0.0,1.5,1.5,10.9,77.0,586,8
33,Andrea Bargnani,C,30,BRK,46,0,13.8,2.8,6.1,0.455,0.1,0.3,0.188,2.7,5.7,0.471,0.461,1.0,1.2,0.825,0.6,1.5,2.1,0.4,0.1,0.2,0.6,1.3,6.6,29.0,504,6
34,Harrison Barnes,SF,23,GSW,66,59,30.9,4.5,9.6,0.466,1.2,3.2,0.383,3.2,6.3,0.508,0.531,1.5,2.0,0.761,1.2,3.8,4.9,1.8,0.6,0.2,0.9,2.1,11.7,82.0,241,3
35,Matt Barnes,SF,35,MEM,76,45,28.8,3.5,9.1,0.381,1.6,4.9,0.322,1.9,4.3,0.449,0.467,1.5,1.8,0.804,1.1,4.4,5.5,2.1,1.0,0.8,1.6,3.1,10.0,76.0,779,12
36,Will Barton,SG,25,DEN,82,1,28.7,5.2,12.0,0.432,1.4,4.0,0.345,3.8,8.0,0.476,0.489,2.6,3.3,0.806,0.7,5.1,5.8,2.5,0.9,0.5,1.7,1.8,14.4,58.0,172,3
37,Brandon Bass,PF,30,LAL,66,0,20.3,2.6,4.8,0.549,0.0,0.0,0.0,2.6,4.8,0.552,0.549,1.9,2.2,0.845,1.6,2.7,4.3,1.1,0.5,0.8,0.6,1.9,7.2,82.0,640,8
38,Nicolas Batum,SF,27,CHO,70,70,35.0,5.3,12.5,0.426,2.0,5.7,0.348,3.3,6.8,0.492,0.506,2.3,2.7,0.849,0.8,5.3,6.1,5.8,0.9,0.6,2.9,1.6,14.9,71.0,481,7
39,Jerryd Bayless,SG,27,MIL,52,18,28.9,3.6,8.4,0.423,1.9,4.4,0.437,1.6,4.0,0.408,0.539,1.3,1.7,0.778,0.4,2.3,2.7,3.1,0.9,0.2,1.4,2.1,10.4,77.0,458,6
40,Aron Baynes,C,29,DET,81,1,15.2,2.4,4.7,0.505,0.0,0.0,0.0,2.4,4.7,0.508,0.505,1.6,2.0,0.764,1.7,3.0,4.7,0.6,0.3,0.6,0.8,1.9,6.3,70.0,139,2
41,Kent Bazemore,SF,26,ATL,75,68,27.8,4.3,9.7,0.441,1.5,4.1,0.357,2.8,5.6,0.502,0.517,1.6,2.0,0.815,0.4,4.7,5.1,2.3,1.3,0.5,1.8,2.3,11.6,75.0,203,3
42,Bradley Beal,SG,22,WAS,55,35,31.1,6.5,14.5,0.449,1.9,4.9,0.387,4.6,9.6,0.481,0.515,2.5,3.2,0.767,0.7,2.7,3.4,2.9,1.0,0.2,2.0,2.1,17.4,63.0,192,3
43,Michael Beasley,PF,27,HOU,20,0,18.2,5.4,10.3,0.522,0.2,0.5,0.333,5.2,9.8,0.531,0.529,1.9,2.5,0.776,1.5,3.5,4.9,0.8,0.6,0.5,1.2,2.0,12.8,24.0,433,6
44,Marco Belinelli,SG,29,SAC,68,7,24.6,3.6,9.3,0.386,1.3,4.4,0.306,2.3,5.0,0.456,0.457,1.7,2.0,0.833,0.1,1.6,1.7,1.9,0.5,0.0,1.2,1.3,10.2,62.0,502,7
45,Anthony Bennett,PF,22,TOR,19,0,4.4,0.4,1.4,0.296,0.2,0.7,0.214,0.3,0.7,0.385,0.352,0.5,0.5,0.9,0.3,0.9,1.2,0.0,0.3,0.0,0.2,0.4,1.5,57.0,109,2
46,Patrick Beverley,PG,27,HOU,71,63,28.7,3.6,8.4,0.434,1.7,4.4,0.4,1.9,4.0,0.472,0.539,0.8,1.2,0.682,1.0,2.5,3.5,3.4,1.3,0.4,1.3,3.3,9.9,56.0,153,3
47,Bismack Biyombo,C,23,TOR,82,22,22.0,1.9,3.5,0.542,0.0,0.0,0.0,1.9,3.5,0.544,0.542,1.7,2.8,0.628,2.2,5.8,8.0,0.4,0.2,1.6,0.9,2.7,5.5,64.0,284,4
48,Nemanja Bjelica,PF,27,MIN,60,0,17.9,1.8,3.9,0.468,0.8,2.1,0.384,1.0,1.8,0.564,0.57,0.7,0.9,0.727,0.8,2.7,3.5,1.4,0.4,0.4,0.8,2.6,5.1,0.0,0,0
49,Tarik Black,C,24,LAL,39,0,12.7,1.5,2.7,0.548,0.0,0.0,,1.5,2.7,0.548,0.548,0.5,1.2,0.422,1.1,2.9,4.0,0.4,0.4,0.5,0.6,2.0,3.4,63.0,63,1
50,DeJuan Blair,C,26,WAS,29,0,7.5,1.0,2.3,0.412,0.0,0.0,0.0,1.0,2.3,0.418,0.412,0.2,0.4,0.385,0.7,1.3,2.0,0.4,0.3,0.1,0.5,1.8,2.1,29.0,395,5
51,Steve Blake,PG,35,DET,58,2,17.0,1.6,4.1,0.388,0.9,2.6,0.344,0.7,1.5,0.461,0.496,0.3,0.3,0.8,0.2,1.4,1.5,3.4,0.4,0.1,1.4,1.2,4.4,81.0,812,12
52,Eric Bledsoe,PG,26,PHO,31,31,34.2,7.2,15.9,0.453,1.5,4.2,0.372,5.6,11.7,0.482,0.502,4.5,5.5,0.802,0.6,3.5,4.0,6.1,2.0,0.6,3.5,2.4,20.4,81.0,321,5
53,Bojan Bogdanović,SF,26,BRK,79,39,26.8,4.1,9.5,0.433,1.6,4.3,0.382,2.5,5.2,0.474,0.519,1.4,1.7,0.833,0.5,2.8,3.2,1.3,0.4,0.1,1.5,1.5,11.2,78.0,78,1
54,Andrew Bogut,C,31,GSW,70,66,20.7,2.5,4.0,0.627,0.0,0.0,1.0,2.5,4.0,0.626,0.629,0.3,0.7,0.48,1.7,5.3,7.0,2.3,0.5,1.6,1.2,3.2,5.4,67.0,574,8
55,Matt Bonner,C,35,SAS,30,2,6.9,1.0,1.9,0.509,0.5,1.1,0.441,0.5,0.8,0.609,0.64,0.1,0.1,0.75,0.1,0.8,0.9,0.3,0.2,0.0,0.1,0.5,2.5,72.0,762,11
56,Devin Booker,SG,19,PHO,76,51,27.7,4.8,11.4,0.423,1.3,3.8,0.343,3.5,7.6,0.464,0.48,2.8,3.4,0.84,0.4,2.1,2.5,2.6,0.6,0.3,2.1,3.0,13.8,0.0,0,0
57,Trevor Booker,PF,28,UTA,79,2,20.7,2.4,4.9,0.49,0.2,0.5,0.293,2.3,4.4,0.513,0.505,0.9,1.3,0.67,2.1,3.6,5.7,1.1,0.7,0.5,1.0,2.1,5.9,79.0,314,5
58,Chris Bosh,PF,31,MIA,53,53,33.5,6.8,14.5,0.467,1.5,4.2,0.365,5.2,10.3,0.508,0.52,4.0,5.1,0.795,0.9,6.5,7.4,2.4,0.7,0.6,1.5,1.9,19.1,44.0,840,12
59,Avery Bradley,SG,25,BOS,76,72,33.4,6.0,13.4,0.447,1.9,5.4,0.361,4.1,8.1,0.505,0.52,1.3,1.6,0.78,0.6,2.3,2.9,2.1,1.5,0.3,1.4,2.2,15.2,77.0,282,4
60,Elton Brand,C,36,PHI,17,1,13.2,1.8,4.2,0.431,0.0,0.1,0.0,1.8,4.2,0.437,0.431,0.5,0.5,0.889,0.5,3.2,3.7,1.1,0.5,0.5,0.6,1.9,4.1,36.0,886,12
61,Corey Brewer,SF,29,HOU,82,12,20.4,2.6,6.7,0.384,0.7,2.7,0.272,1.8,4.0,0.46,0.439,1.3,1.7,0.75,0.5,1.9,2.4,1.3,1.0,0.2,1.0,2.0,7.2,80.0,547,7
62,Aaron Brooks,PG,31,CHI,69,0,16.1,2.7,6.8,0.401,1.0,2.7,0.357,1.8,4.1,0.43,0.471,0.7,0.9,0.766,0.3,1.2,1.5,2.6,0.4,0.1,1.2,1.9,7.1,82.0,479,7
63,Anthony Brown,SF,23,LAL,29,11,20.7,1.3,4.3,0.31,0.7,2.4,0.286,0.7,1.9,0.339,0.389,0.6,0.7,0.85,0.3,2.1,2.4,0.7,0.5,0.2,0.5,1.2,4.0,0.0,0,0
64,Lorenzo Brown,PG,25,PHO,8,0,7.6,1.0,3.1,0.32,0.1,1.0,0.125,0.9,2.1,0.412,0.34,0.4,0.5,0.75,0.0,0.9,0.9,1.4,0.4,0.1,1.1,0.5,2.5,29.0,55,0
65,Markel Brown,SG,24,BRK,62,6,15.8,2.0,5.2,0.394,0.6,2.0,0.314,1.4,3.2,0.443,0.453,1.1,1.5,0.755,0.4,1.6,2.0,1.5,0.6,0.2,0.9,1.5,5.9,47.0,47,1
66,Kobe Bryant,SF,37,LAL,66,66,28.2,6.0,16.9,0.358,2.0,7.1,0.285,4.0,9.8,0.41,0.417,3.5,4.3,0.826,0.6,3.1,3.7,2.8,0.9,0.2,2.0,1.7,17.6,35.0,946,12
67,Chase Budinger,SF,27,TOT,66,2,14.1,1.6,3.6,0.435,0.4,1.3,0.279,1.2,2.3,0.523,0.485,0.6,0.8,0.696,0.7,1.6,2.3,1.0,0.5,0.2,0.7,0.9,4.1,67.0,341,5
67,Chase Budinger,SF,27,IND,49,2,14.9,1.7,4.0,0.418,0.4,1.4,0.29,1.2,2.6,0.488,0.469,0.7,1.0,0.708,0.6,1.8,2.5,1.0,0.6,0.2,0.6,0.9,4.4,67.0,341,5
67,Chase Budinger,SF,27,PHO,17,0,11.8,1.4,2.6,0.511,0.2,1.0,0.235,1.1,1.6,0.679,0.556,0.3,0.5,0.625,0.7,1.0,1.7,0.9,0.2,0.1,0.8,0.9,3.2,67.0,341,5
68,Reggie Bullock,SF,24,DET,37,0,11.6,1.2,2.6,0.439,0.6,1.4,0.415,0.6,1.2,0.467,0.551,0.4,0.4,0.933,0.4,1.5,1.8,0.7,0.3,0.1,0.2,0.8,3.3,36.0,79,2
69,Trey Burke,PG,23,UTA,64,0,21.3,4.1,9.9,0.413,1.4,4.0,0.344,2.7,5.9,0.46,0.483,1.0,1.3,0.817,0.3,1.5,1.8,2.3,0.5,0.1,1.3,1.3,10.6,76.0,146,2
70,Alec Burks,SG,24,UTA,31,3,25.7,4.4,10.8,0.41,1.0,2.5,0.405,3.4,8.2,0.412,0.458,3.4,4.5,0.752,0.5,3.0,3.5,2.0,0.6,0.1,1.6,2.3,13.3,27.0,228,3
71,Caron Butler,SF,35,SAC,17,1,10.4,1.5,3.5,0.424,0.2,1.1,0.167,1.3,2.4,0.537,0.449,0.6,0.7,0.833,0.3,1.0,1.3,0.6,0.5,0.1,0.2,1.1,3.7,78.0,864,12
72,Jimmy Butler,SG,26,CHI,67,67,36.9,7.0,15.4,0.454,1.0,3.1,0.312,6.1,12.4,0.489,0.485,5.9,7.1,0.832,1.2,4.2,5.3,4.8,1.6,0.6,2.0,1.9,20.9,65.0,256,4
73,Rasual Butler,SF,36,SAS,46,0,9.4,1.1,2.3,0.471,0.3,1.1,0.306,0.7,1.2,0.618,0.543,0.2,0.3,0.688,0.1,1.2,1.2,0.5,0.3,0.5,0.2,0.2,2.7,75.0,763,11
74,Bruno Caboclo,SF,20,TOR,6,1,7.2,0.2,2.0,0.083,0.2,1.2,0.143,0.0,0.8,0.0,0.125,0.0,0.0,,0.2,0.2,0.3,0.2,0.3,0.2,0.7,0.3,0.5,8.0,8,0
75,José Calderón,PG,34,NYK,72,72,28.1,2.9,6.3,0.459,1.2,2.8,0.414,1.7,3.5,0.496,0.552,0.6,0.7,0.875,0.3,2.9,3.2,4.1,0.9,0.1,1.2,1.9,7.6,42.0,676,10
76,Kentavious Caldwell-Pope,SG,22,DET,76,76,36.7,5.3,12.6,0.42,1.5,4.9,0.309,3.8,7.8,0.489,0.479,2.4,3.0,0.811,0.9,2.8,3.7,1.8,1.4,0.2,1.4,2.2,14.5,82.0,162,2
77,Isaiah Canaan,SG,24,PHI,77,39,25.5,3.4,9.4,0.36,2.3,6.3,0.363,1.1,3.1,0.354,0.482,1.9,2.3,0.833,0.3,2.0,2.3,1.8,0.7,0.2,1.2,1.7,11.0,47.0,69,1
78,Clint Capela,C,21,HOU,77,35,19.1,3.0,5.2,0.582,0.0,0.0,0.0,3.0,5.1,0.583,0.582,1.0,2.7,0.379,2.5,3.9,6.4,0.6,0.8,1.2,0.8,2.5,7.0,12.0,12,0
79,DeMarre Carroll,SF,29,TOR,26,22,30.2,4.0,10.4,0.389,1.8,4.5,0.39,2.3,5.8,0.388,0.474,1.2,1.9,0.6,1.2,3.5,4.7,1.0,1.7,0.2,1.1,2.4,11.0,70.0,316,4
80,Vince Carter,SG,39,MEM,60,3,16.8,2.2,5.7,0.388,1.0,2.8,0.349,1.2,2.9,0.425,0.474,1.2,1.4,0.833,0.5,1.9,2.4,0.9,0.6,0.3,0.6,1.7,6.6,66.0,1007,14
81,Michael Carter-Williams,PG,24,MIL,54,37,30.5,4.6,10.3,0.452,0.3,1.0,0.273,4.4,9.3,0.472,0.466,2.0,3.0,0.654,0.9,4.2,5.1,5.2,1.5,0.8,2.8,3.0,11.5,66.0,136,2
82,Omri Casspi,PF,27,SAC,69,21,27.2,4.3,9.0,0.481,1.6,4.0,0.409,2.7,5.0,0.537,0.571,1.5,2.3,0.648,0.8,5.1,5.9,1.4,0.8,0.2,1.4,2.2,11.8,67.0,394,6
83,Willie Cauley-Stein,C,22,SAC,66,39,21.4,2.9,5.1,0.563,0.0,0.0,0.0,2.9,5.1,0.567,0.563,1.2,1.9,0.648,2.0,3.3,5.3,0.6,0.7,1.0,0.7,2.2,7.0,0.0,0,0
84,Mario Chalmers,PG,29,TOT,61,7,22.5,3.0,7.3,0.41,0.8,2.4,0.309,2.2,4.8,0.461,0.462,3.6,4.3,0.832,0.4,2.2,2.6,3.8,1.4,0.2,1.8,3.0,10.3,80.0,519,7
84,Mario Chalmers,PG,29,MIA,6,0,20.0,1.7,5.3,0.313,0.2,1.8,0.091,1.5,3.5,0.429,0.328,2.0,2.2,0.923,0.2,2.2,2.3,3.2,1.3,0.2,1.5,2.7,5.5,80.0,519,7
84,Mario Chalmers,PG,29,MEM,55,7,22.8,3.1,7.5,0.417,0.8,2.5,0.326,2.3,5.0,0.464,0.472,3.7,4.5,0.827,0.4,2.2,2.6,3.8,1.5,0.2,1.8,3.0,10.8,80.0,519,7
85,Tyson Chandler,C,33,PHO,66,60,24.5,2.8,4.8,0.583,0.0,0.0,0.0,2.8,4.7,0.585,0.583,1.6,2.6,0.62,2.7,6.1,8.7,1.0,0.5,0.7,1.4,2.2,7.2,75.0,920,13
86,Rakeem Christmas,PF,24,IND,1,0,6.0,2.0,2.0,1.0,0.0,0.0,,2.0,2.0,1.0,1.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0,0
87,Ian Clark,SG,24,GSW,66,1,8.8,1.3,3.1,0.441,0.5,1.3,0.357,0.9,1.8,0.5,0.515,0.4,0.5,0.824,0.2,0.8,1.0,1.0,0.3,0.2,0.7,0.9,3.6,30.0,53,0
